feature,pass_n,fail_n,pass_mean,fail_mean,mean_diff,standardized_mean_diff,mannwhitney_u,p_value,abs_standardized_mean_diff
feature_271,1457,104,45.92827062457104,47.8544173076923,1.9261466831212601,0.10696093133036005,80751.0,0.26152564920851185,0.10696093133036005
feature_201,1456,104,7.800068681318682,8.389423076923077,0.5893543956043947,0.10624947214571848,78876.0,0.47597707632946484,0.10624947214571848
feature_270,1458,104,29.323677023319622,28.371660576923077,-0.952016446396545,-0.10558630021618293,66715.5,0.04059296395985076,0.10558630021618293
feature_86,1463,104,2.4016230348598766,2.405367307692308,0.0037442728324315055,0.10530835438481141,79964.0,0.3832785216222103,0.10530835438481141
feature_486,1439,104,300.5426724113968,329.67441057692304,29.131738165526258,0.10528170567364911,81058.0,0.14845073137485926,0.10528170567364911
feature_483,1439,104,207.8032426685198,189.42007884615384,-18.383163822365958,-0.10461530981521762,74253.5,0.8958907589488165,0.10461530981521762
feature_476,1457,104,20.018234660260813,21.72812980769231,1.7098951474314958,0.10452302440994128,79537.0,0.39563628163096576,0.10452302440994128
feature_352,1439,104,0.023432870048644895,0.022288461538461538,-0.001144408510183357,-0.10295666263775853,75688.0,0.8447108274120351,0.10295666263775853
feature_67,1457,104,13.468253328757722,62.207329807692304,48.73907647893458,0.10130991017369849,81841.5,0.17120667454517613,0.10130991017369849
feature_561,1462,104,32.15216190150479,34.15173365384616,1.9995717523413674,0.10089322302312875,80314.0,0.33571258639253787,0.10089322302312875
feature_27,1462,103,6.648314158686731,6.50114077669903,-0.14717338198770147,-0.10018065648718961,73588.5,0.7006892792003143,0.10018065648718961
feature_360,1463,104,0.0027390293916609706,0.005840384615384616,0.0031013552237236456,0.1001431348145518,78064.0,0.6550325535557442,0.1001431348145518
feature_20,1463,104,1.4049505126452493,1.4065134615384616,0.0015629488932122904,0.0990362390626728,79903.5,0.39072697358325637,0.0990362390626728
feature_273,1449,104,20.155900414078676,20.534380769230772,0.3784803551520959,0.09800724589973672,76217.0,0.8441395560462887,0.09800724589973672
feature_497,1413,103,11.78714210898797,12.285918446601942,0.4987763376139718,0.09798369634437283,77650.5,0.2551968601153166,0.09798369634437283
feature_541,1455,104,9.59241615120275,9.880410576923076,0.28799442572032596,0.09778102432304467,79449.5,0.3929405900521661,0.09778102432304467
feature_44,1462,104,10.032246785225718,10.015957692307692,-0.016289092918025716,-0.0976253295144141,69606.5,0.1498341893333514,0.0976253295144141
feature_239,1461,104,0.004584804928131417,0.004435576923076923,-0.00014922800505449366,-0.09722888981189387,68527.0,0.09445827284396802,0.09722888981189387
feature_153,1460,104,0.011872328767123286,0.012686538461538461,0.0008142096944151744,0.0970130352035579,83057.0,0.10876776485600384,0.0970130352035579
feature_118,1439,104,0.5984615010423906,0.5977221153846155,-0.0007393856577750935,-0.09700744911017317,68648.5,0.15909174311566776,0.09700744911017317
feature_83,1462,104,7.455438235294117,7.40466923076923,-0.050769004524886974,-0.09605837759671207,70639.5,0.22693609746628418,0.09605837759671207
feature_544,1461,104,0.0025074606433949345,0.002533653846153846,2.6193202758911533e-05,0.0955526348299836,79584.5,0.38027954621347193,0.0955526348299836
feature_415,1449,104,6.651149068322981,6.344533653846154,-0.30661541447682694,-0.09551943285812815,73507.5,0.6770305582250966,0.09551943285812815
feature_494,1463,104,0.8944098427887902,1.8290673076923079,0.9346574649035176,0.09542958090955223,77729.0,0.7109256896041984,0.09542958090955223
feature_555,1221,86,57.51724512694513,61.00195116279071,3.4847060358455835,0.09535808664708209,56618.5,0.22355055820015968,0.09535808664708209
feature_559,1462,104,0.3244140902872777,0.3439,0.019485909712722294,0.09487109178272356,80518.0,0.3132361893880674,0.09487109178272356
feature_344,1457,104,23.271913040494162,22.44988461538461,-0.8220284251095507,-0.09385066466877917,72444.5,0.4548659433966029,0.09385066466877917
feature_238,1461,104,0.004780424366872005,0.0049451923076923076,0.00016476794082030243,0.09364629008509384,79630.0,0.4113291223263813,0.09364629008509384
feature_340,1457,104,12.254869938229238,48.55767596153846,36.302806023309216,0.09363952661555168,82806.5,0.11282426278593233,0.09363952661555168
feature_98,1457,104,-0.015781606039807824,-0.0512201923076923,-0.03543858626788447,-0.09299918529903929,71554.0,0.3431994571505299,0.09299918529903929
feature_307,1462,104,0.12876080711354312,0.13117211538461537,0.002411308271072249,0.09269203483419121,81003.0,0.2638663974869945,0.09269203483419121
feature_309,1462,104,0.12876128590971272,0.1311701923076923,0.002408906397979582,0.09258819040904845,80994.0,0.2647310777837575,0.09258819040904845
feature_426,1460,104,1.2283993150684933,1.310483653846154,0.08208433877766064,0.09245789884193353,82970.0,0.11315759889046803,0.09245789884193353
feature_208,1457,104,73.43497597803706,70.87344230769232,-2.561533670344744,-0.09235937520138025,72235.5,0.4269700468719564,0.09235937520138025
feature_439,1462,103,70.85070184678523,67.70915728155339,-3.1415445652318397,-0.09229253675811049,71670.0,0.4138329717759228,0.09229253675811049
feature_0,1457,104,3014.947316403569,3007.52625,-7.421066403569057,-0.09181076196971924,66229.0,0.031805265262002475,0.09181076196971924
feature_75,1439,104,-0.007070535093815149,-0.004585576923076922,0.002484958170738227,0.09068060888629337,76050.5,0.7806447831885847,0.09068060888629337
feature_526,1463,104,1.4489590567327408,1.3660653846153847,-0.0828936721173561,-0.09051326885071466,73218.0,0.5216118684940684,0.09051326885071466
feature_222,1463,104,0.008354613807245385,0.015384615384615384,0.007030001577369998,0.09049450460307658,77662.0,0.722085307781563,0.09049450460307658
feature_117,1463,104,58.65480881749829,58.219350000000006,-0.4354588174982865,-0.09049350393748558,67684.5,0.05985197566461026,0.09049350393748558
feature_254,1463,104,0.013995557074504443,0.01320673076923077,-0.0007888263052736738,-0.09008914400029706,73087.0,0.5026912443994902,0.09008914400029706
feature_81,1439,104,-0.021261362056984017,-0.019658653846153847,0.0016027082108301706,0.08904774797304597,80630.0,0.1861364484702711,0.08904774797304597
feature_392,1463,104,0.004549555707450445,0.0042971153846153845,-0.0002524403228350604,-0.08881343222090547,73006.5,0.4911602031789777,0.08881343222090547
feature_87,1463,104,0.9825244702665756,0.9809548076923077,-0.0015696625742679382,-0.08747134061486103,75534.5,0.903422296249579,0.08747134061486103
feature_204,1457,104,27.641543033630747,96.33493653846152,68.69339350483077,0.08742033532273652,81634.5,0.18625888541175872,0.08742033532273652
feature_406,1455,104,6.713319587628866,6.972583653846153,0.2592640662172876,0.08725560371751141,77799.5,0.6296104604311203,0.08725560371751141
feature_161,1462,103,4088.8953488372094,3753.9417475728155,-334.9536012643939,-0.08671089205757733,76984.5,0.7028638323419998,0.08671089205757733
feature_302,1462,103,0.40204220246238026,0.4217961165048544,0.01975391404247412,0.08651910292512541,77687.0,0.5892448842415063,0.08651910292512541
feature_407,1455,104,1.2299321649484536,1.260889423076923,0.03095725812846939,0.08562005290540421,78618.0,0.5048867187121827,0.08562005290540421
feature_43,1462,104,355.57293194254447,355.0605432692307,-0.512388673313751,-0.08538440446522574,73697.5,0.601666153918784,0.08538440446522574
feature_388,1463,104,35.06453274094327,36.42900384615385,1.3644711052105762,0.08427310087269985,81194.0,0.25108344759128953,0.08427310087269985
feature_305,1462,104,0.2645980848153215,0.26939711538461536,0.004799030569293872,0.08246268546204558,78481.0,0.5814290384204077,0.08246268546204558
feature_560,1462,104,0.07216764705882353,0.0763201923076923,0.004152545248868766,0.08228486680391064,81659.0,0.20603975979557076,0.08228486680391064
feature_558,1462,104,0.9944912448700409,1.0022865384615385,0.007795293591497554,0.08177858986813784,78414.5,0.5916971746253941,0.08177858986813784
feature_563,1214,80,0.6801799011532125,0.67145875,-0.00872115115321248,-0.08062946620256377,49032.0,0.8825212421551918,0.08062946620256377
feature_24,1462,103,-284.4415182626539,-499.539640776699,-215.0981225140451,-0.08049949869310838,73514.5,0.6883590349666946,0.08049949869310838
feature_120,1463,104,6.311534859876965,6.301412499999999,-0.010122359876966414,-0.0802293717235132,70517.0,0.21253431958874613,0.0802293717235132
feature_167,1462,103,1.2320109439124487,1.2893203883495143,0.05730944443706565,0.07870692009339808,76831.0,0.7279901115069427,0.07870692009339808
feature_376,1461,104,0.0015978781656399727,0.0016423076923076925,4.442952666771976e-05,0.07850143929699684,77657.5,0.704493407589682,0.07850143929699684
feature_221,1463,104,0.060583321941216677,0.06260576923076923,0.002022447289552552,0.07817432127756047,77642.0,0.7255100000368696,0.07817432127756047
feature_225,1413,103,1038.7113872611465,1073.2290932038836,34.517705942737166,0.07762287721669331,76943.5,0.3305580529698968,0.07762287721669331
feature_290,1454,103,0.12445281980742778,0.10894563106796115,-0.015507188739466632,-0.07741347818551773,89209.5,0.0011566377144488413,0.07741347818551773
feature_57,1460,103,0.9492367808219179,0.9489067961165047,-0.0003299847054131222,-0.0767173551889981,72379.0,0.5255070028474146,0.0767173551889981
feature_568,1214,80,2.447583031301482,2.5257712499999996,0.07818821869851744,0.07658455549655689,50783.5,0.48598103380037727,0.07658455549655689
feature_489,1439,104,270.98388262682414,288.57741730769226,17.593534680868117,0.07652709331059981,77625.5,0.5234380959257628,0.07652709331059981
feature_353,1439,104,0.04040972897845726,0.039234615384615396,-0.001175113593841863,-0.07646797920647064,71258.5,0.41602718961847185,0.07646797920647064
feature_60,1457,104,355.18862855181885,354.7453269230769,-0.4433016287419491,-0.07574642743763167,72206.0,0.4231144774825383,0.07574642743763167
feature_215,1439,104,0.08122675469075748,0.07898365384615386,-0.002243100844603621,-0.07559252151596871,71163.5,0.4037289815221897,0.07559252151596871
feature_4,1449,104,4.404697929606626,1.3034048076923077,-3.1012931219143183,-0.07517856526330627,74321.0,0.8162525118144437,0.07517856526330627
feature_131,1454,104,0.9977975240715269,0.9979596153846154,0.00016209131308853042,0.07504038018645284,77588.0,0.6550687070288923,0.07504038018645284
feature_275,1449,104,9.30954741200828,0.10601153846153848,-9.203535873546741,-0.07442034354103212,76236.0,0.8407745561031099,0.07442034354103212
feature_140,1449,104,27.926758247066946,0.3183855769230769,-27.60837267014387,-0.0744034721827349,75839.5,0.9114996703581263,0.0744034721827349
feature_142,1449,104,6.65624568668047,6.4370192307692315,-0.21922645591123846,-0.07424345922997214,74016.0,0.7631003161843453,0.07424345922997214
feature_311,1462,104,0.09748707250341997,0.09533749999999999,-0.0021495725034199747,-0.07368207122801135,72177.0,0.3879996550157737,0.07368207122801135
feature_425,1460,104,6.710385342465753,8.002597115384615,1.2922117729188622,0.07214205536441798,87728.5,0.007966520996945245,0.07214205536441798
feature_6,1449,104,101.08577322291235,101.49097211538461,0.4051988924722565,0.07114795433952308,75804.0,0.917874871624737,0.07114795433952308
feature_29,1462,103,2.3643329685362517,2.3926621359223303,0.028329167386078602,0.07106569171590377,77201.0,0.6669673201777517,0.07106569171590377
feature_493,1463,104,2.525005058099795,2.6009644230769235,0.07595936497712863,0.07083658685302789,77330.0,0.778611824753579,0.07083658685302789
feature_269,1455,104,3.772312027491409,3.8555634615384613,0.08325143404705226,0.07066440526085745,77907.0,0.612496330040355,0.07066440526085745
feature_89,1413,103,0.18826999292285915,0.19464660194174757,0.006376609018888424,0.06989399889623815,63230.0,0.026156200250408407,0.06989399889623815
feature_62,1457,104,116.54615223061084,115.8883798076923,-0.6577724229185407,-0.06979003494367017,72414.5,0.4507997236710062,0.06979003494367017
feature_7,1454,104,0.12179037138927098,0.12225673076923077,0.0004663593799597854,0.06975422240478486,72725.5,0.5154643423540715,0.06975422240478486
feature_296,1462,103,1887.5381184678522,1761.2783330097088,-126.25978545814337,-0.06969041786432267,77458.0,0.625358612653892,0.06969041786432267
feature_571,1463,104,2.103255434039645,2.081873076923077,-0.021382357116567885,-0.06723660400251746,80171.5,0.35840509103444573,0.06723660400251746
feature_54,1460,103,4.838299315068493,4.841689320388349,0.0033900053198561153,0.06492566166629113,76299.0,0.8022758648517786,0.06492566166629113
feature_539,1455,104,3.039889896907217,2.9551192307692307,-0.08477066613798634,-0.06474529627958671,72262.5,0.4437276165005146,0.06474529627958671
feature_50,1462,104,632.289171887825,631.762526923077,-0.5266449647480158,-0.0640804405087249,74082.5,0.6631244606249924,0.0640804405087249
feature_216,1439,104,0.08336963168867269,0.08505961538461539,0.0016899836959426984,0.06327022583760368,76275.0,0.7416722881024354,0.06327022583760368
feature_564,1214,80,6.434481054365734,6.604375,0.16989394563426607,0.06314815493909316,50809.0,0.4809920709408405,0.06314815493909316
feature_48,1462,104,139.99064753761968,139.71333557692307,-0.2773119606966077,-0.06003956033136969,71625.0,0.3235833197842213,0.06003956033136969
feature_447,1462,104,0.2822363201094391,0.27710192307692305,-0.005134397032516058,-0.059534617689354155,72876.5,0.4800247968853596,0.059534617689354155
feature_357,1451,104,0.0009969676085458306,0.001025,2.8032391454169527e-05,0.059304626849772286,80886.0,0.2166469622767001,0.059304626849772286
feature_218,1462,104,3.776088372093023,3.7064769230769232,-0.06961144901609995,-0.05925312674713773,73401.5,0.5562403787191693,0.05925312674713773
feature_522,1463,104,14.70296801093643,15.093179807692307,0.39021179675587625,0.05882759650756198,80541.0,0.31669586228277025,0.05882759650756198
feature_419,1461,104,307.8241862422998,326.44035576923073,18.616169526930946,0.05879912979285197,78958.5,0.4810835011886815,0.05879912979285197
feature_107,1457,104,-0.0014096774193548378,-0.00675673076923077,-0.005347053349875932,-0.05850456632107052,75050.0,0.8723606799888701,0.05850456632107052
feature_491,1451,104,2.438084493452791,2.506693269230769,0.06860877577797808,0.05800586943361121,80642.0,0.24072488605475717,0.05800586943361121
feature_176,1462,104,0.2450036935704515,0.2406980769230769,-0.004305616647374583,-0.057669031261972196,72934.5,0.4881552494787905,0.057669031261972196
feature_202,1456,104,10.118003365384617,10.904902884615383,0.7868995192307668,0.05742397283460314,80209.0,0.31099665450886915,0.05742397283460314
feature_267,1455,104,0.07070515463917526,0.0689326923076923,-0.0017724623314829546,-0.0570577941236403,72369.5,0.45821206341267195,0.0570577941236403
feature_500,1461,104,239.7205577686516,258.69346057692303,18.972902808271442,0.05681826596338423,77529.5,0.6965791648266659,0.05681826596338423
feature_35,1462,104,64.56421757865937,64.43727307692308,-0.1269445017362898,-0.056469079456896845,66290.5,0.028939053453472828,0.056469079456896845
feature_474,1456,104,37.53895164835165,39.010423076923075,1.4714714285714265,0.05646258296843225,77089.0,0.7564489302852725,0.05646258296843225
feature_523,1463,104,0.46539501025290503,0.2921423076923077,-0.17325270256059733,-0.056426509764253036,71494.0,0.3041795202329768,0.056426509764253036
feature_546,1221,86,1.0410381654381653,1.0196418604651158,-0.02139630497304945,-0.056378094203479334,50648.5,0.5834316719150527,0.056378094203479334
feature_389,1463,104,0.0013710184552289814,0.0008788461538461539,-0.0004921723013828275,-0.056238172451532294,73006.5,0.47919064120209875,0.056238172451532294
feature_251,1463,104,0.004387833219412166,0.002835576923076923,-0.0015522562963352434,-0.055867825345311165,71279.0,0.2806488122678438,0.055867825345311165
feature_442,1462,104,1.3476127906976745,1.3121653846153845,-0.03544740608229002,-0.05567586946918241,74136.0,0.6718577445624004,0.05567586946918241
feature_438,1462,103,54.55996415868673,56.70367572815533,2.1437115694686,0.05446496792975803,75452.0,0.9714779995977838,0.05446496792975803
feature_409,1457,104,4.574106794783802,4.669020192307692,0.09491339752389027,0.05326973647637373,78128.0,0.5946007186265104,0.05326973647637373
feature_116,1463,104,0.9871626110731373,0.9866701923076923,-0.0004924187654450352,-0.05318809720287405,70743.0,0.23124527360304947,0.05318809720287405
feature_282,1461,104,0.005746954140999316,0.006091346153846154,0.00034439201284683797,0.05226234733309544,85846.5,0.026580449613580345,0.05226234733309544
feature_82,1439,104,0.006180611535788741,0.004315384615384614,-0.0018652269204041273,-0.05222483971968747,73697.5,0.7967829131860763,0.05222483971968747
feature_366,1461,104,0.004805886379192334,0.004927884615384615,0.00012199823619228091,0.051693499979751624,77177.0,0.786707574923936,0.051693499979751624
feature_321,1462,104,2.2692451436388508,2.186160576923077,-0.0830845667157738,-0.05119341458031171,75589.5,0.9224093573567231,0.05119341458031171
feature_23,1462,103,-3811.035567647059,-3739.0784786407767,71.95708900628233,0.05094902475536692,77839.5,0.5657450702270543,0.05094902475536692
feature_219,1451,104,0.003248656099241903,0.0033288461538461545,8.019005460425162e-05,0.050915812420165164,80525.5,0.25122191591156373,0.050915812420165164
feature_217,1439,104,0.07149131341209174,0.07362884615384614,0.0021375327417544054,0.05047718788563921,77795.0,0.4990226371590155,0.05047718788563921
feature_285,1460,104,2.122967671232877,2.0752605769230774,-0.04770709430979947,-0.05021297476088738,74511.0,0.7516100247639996,0.05021297476088738
feature_255,1463,104,0.4042243335611757,0.39855576923076924,-0.005668564330406467,-0.04971597670790907,74267.0,0.6850369169308821,0.04971597670790907
feature_405,1455,104,0.02424453608247423,0.023689423076923073,-0.0005551130055511562,-0.049173373489459174,72173.0,0.43180389851789747,0.049173373489459174
feature_150,1460,104,6.824760958904111,6.666961538461539,-0.1577994204425721,-0.04895209985447622,73676.0,0.6141505049366319,0.04895209985447622
feature_228,1461,104,0.017812731006160164,0.018289423076923078,0.00047669207076291367,0.048181761884362774,78938.5,0.5053522613801225,0.048181761884362774
feature_185,1462,104,7.382995896032832,7.123173076923076,-0.2598228191097558,-0.046962161686184355,74928.5,0.8058813469147701,0.046962161686184355
feature_480,1457,104,75.64863191489363,73.9900548076923,-1.6585771072013245,-0.04694425851855687,73437.0,0.6003830652112803,0.04694425851855687
feature_224,1413,103,0.059092073602264684,0.06318932038834953,0.004097246786084842,0.0469180303152883,70390.5,0.5792270938810405,0.0469180303152883
feature_169,1462,103,0.4010554035567716,0.3919126213592233,-0.009142782197548327,-0.04676423696870757,73201.0,0.6370668270018361,0.04676423696870757
feature_17,1460,104,0.9714751369863015,0.9710057692307692,-0.0004693677555323017,-0.04675692809734243,69972.5,0.1814086453245367,0.04675692809734243
feature_277,1449,104,2.2138247757073843,2.1678278846153844,-0.04599689109199989,-0.04648108789970752,75856.0,0.9085385011808811,0.04648108789970752
feature_487,1439,104,240.27580340514245,228.10276057692312,-12.173042828219337,-0.046332027387147444,74957.0,0.9765080023622891,0.046332027387147444
feature_136,1457,104,138.03205216197668,140.47403846153844,2.441986299561762,0.045391858745356485,78039.0,0.6085520418382226,0.045391858745356485
feature_61,1457,104,10.422229512697323,10.435939423076924,0.013709910379601453,0.044407511123547065,76734.0,0.8271962377487238,0.044407511123547065
feature_527,1463,104,6.400965071770335,6.321891346153846,-0.07907372561648884,-0.04417925270705282,74423.0,0.7109260609159569,0.04417925270705282
feature_525,1439,104,5.548502918693537,5.724975000000001,0.1764720813064633,0.04347955562259597,74533.0,0.9464919217520276,0.04347955562259597
feature_253,1439,104,0.033148505906879774,0.03415288461538461,0.0010043787085048383,0.042772185264273475,74267.5,0.8984514972249845,0.042772185264273475
feature_457,1462,104,5.273763474692203,5.121714423076923,-0.15204905161527993,-0.04270504451251591,75084.5,0.8330960702017446,0.04270504451251591
feature_96,1457,104,0.017688126286890878,0.009260576923076925,-0.008427549363813952,-0.04217573938313774,75554.5,0.9624645594036612,0.04217573938313774
feature_147,1461,104,0.017352840520191648,0.018227884615384618,0.00087504409519297,0.04210817874799215,85596.5,0.03067231420784171,0.04210817874799215
feature_362,1413,103,0.01830601556970984,0.019437864077669904,0.0011318485079600642,0.042015741757574755,70085.0,0.5314795131315727,0.042015741757574755
feature_91,1457,104,0.002220727522306108,0.0055096153846153845,0.0032888878623092764,0.04110967522611047,80350.0,0.3018250375996202,0.04110967522611047
feature_248,1463,104,0.025054272043745725,0.026816346153846152,0.0017620741101004277,0.04105944089293173,77748.0,0.7077519812553072,0.04105944089293173
feature_356,1462,104,1.299650341997264,1.2842653846153846,-0.015384957381879394,-0.038937955320280306,73780.0,0.6146189740739998,0.038937955320280306
feature_46,1462,104,733.7033568399454,733.243414423077,-0.4599424168684436,-0.038639339348062726,74663.5,0.7602030483482125,0.038639339348062726
feature_386,1463,104,0.00824688995215311,0.008757692307692307,0.0005108023555391965,0.03817387707031973,78564.5,0.5768286929963369,0.03817387707031973
feature_355,1439,104,0.03448922863099374,0.03528846153846154,0.0007992329074677992,0.038156091251144025,76582.0,0.6894497421628651,0.038156091251144025
feature_390,1463,104,1.468733766233766,0.9132586538461539,-0.5554751123876122,-0.03734005566035965,77707.5,0.7145211945032452,0.03734005566035965
feature_478,1457,104,0.13726835964310227,0.0,-0.13726835964310227,-0.037049744890228636,75712.0,0.7913171792159812,0.037049744890228636
feature_342,1457,104,0.00030693205216197666,0.0,-0.00030693205216197666,-0.037049744890228636,75712.0,0.7913171792159812,0.037049744890228636
feature_74,1457,104,0.0028795470144131778,0.0,-0.0028795470144131778,-0.037049744890228636,75712.0,0.7913171792159812,0.037049744890228636
feature_206,1457,104,0.0013726835964310226,0.0,-0.0013726835964310226,-0.03704974489022863,75712.0,0.7913171792159812,0.03704974489022863
feature_209,1457,104,0.03167467398764585,0.0,-0.03167467398764585,-0.03704974489022863,75712.0,0.7913171792159812,0.03704974489022863
feature_347,1457,104,0.009550240219629375,0.0,-0.009550240219629375,-0.03704974489022863,75712.0,0.7913171792159812,0.03704974489022863
feature_548,1221,86,75.67141195741195,75.79997674418604,0.128564786774092,0.03685996342934369,52625.5,0.9712134625435229,0.03685996342934369
feature_18,1460,104,190.0539228767123,189.95513076923075,-0.09879210748155742,-0.0367455558110984,75060.5,0.8469324400893938,0.0367455558110984
feature_420,1461,104,1.8155711841204656,1.9011971153846154,0.08562593126414986,0.03674061757141351,85542.5,0.0316232194729035,0.03674061757141351
feature_473,1456,104,39.369835851648354,40.225003846153854,0.8551679945055,0.036723689092476385,75709.0,0.9995505598547306,0.036723689092476385
feature_368,1457,104,0.0031666437886067257,0.003241346153846154,7.470236523942839e-05,0.03640709033292888,80690.5,0.2671050118258522,0.03640709033292888
feature_252,1463,104,4.758911893369788,3.0442971153846154,-1.7146147779851728,-0.03640393135208329,78885.0,0.5287774814810916,0.03640393135208329
feature_283,1461,104,2.8144331964407936,2.6571971153846152,-0.15723608105617837,-0.03627203712741034,73215.0,0.5358972677937834,0.03627203712741034
feature_482,1439,104,319.11555594162616,308.7728942307692,-10.34266171085693,-0.03619338489377001,72685.5,0.62007186450293,0.03619338489377001
feature_520,1463,104,2.68430991114149,2.8604375,0.1761275888585101,0.03590786975392738,77667.5,0.7212267088833375,0.03590786975392738
feature_84,1451,104,0.13311936595451412,0.13294807692307692,-0.00017128903143720509,-0.03535854549508502,73938.0,0.7322259365870484,0.03535854549508502
feature_92,1461,104,0.0005140314852840521,0.0004067307692307692,-0.00010730071605328286,-0.03470373443589218,72703.0,0.4629014769308101,0.03470373443589218
feature_55,1460,103,2856.2335616438354,2855.3009708737864,-0.9325907700490461,-0.0333057448471188,71250.0,0.37349347342590256,0.0333057448471188
feature_412,1449,104,30.869988957902002,31.48711826923077,0.6171293113287675,0.03316492155622974,76760.0,0.7493325683886956,0.03316492155622974
feature_45,1462,104,136.72559008207935,136.98864326923075,0.26305318715139947,0.03239127866387653,76826.5,0.8571630946818938,0.03239127866387653
feature_53,1460,103,4.5928726027397255,4.594368932038835,0.0014963292991092558,0.03233257486204418,74309.0,0.842333338522772,0.03233257486204418
feature_413,1449,104,25.693540579710145,24.48621923076923,-1.2073213489409156,-0.03219111148780093,76124.0,0.8606482731239669,0.03219111148780093
feature_459,1462,104,2.8360637482900137,2.8709432692307693,0.034879520940755526,0.03213911846960692,81567.5,0.21350980580207835,0.03213911846960692
feature_524,1463,104,5.7199311688311685,5.235524038461539,-0.4844071303696298,-0.031945777276364176,79518.0,0.44020997502161463,0.031945777276364176
feature_338,1456,104,3.0272789835164837,3.181793269230769,0.15451428571428538,0.031423198286273955,78808.5,0.48544113931885824,0.031423198286273955
feature_304,1462,103,0.13220752393980847,0.13021650485436892,-0.001991019085439555,-0.031136659602729044,73633.0,0.7081425858176689,0.031136659602729044
feature_440,1462,103,11.538861354309164,11.352811650485435,-0.18604970382372876,-0.030947559153345537,73398.0,0.6691148532115696,0.030947559153345537
feature_583,1462,104,0.015290355677154584,0.015702884615384615,0.00041252893823003067,0.03065057302356825,77834.5,0.684579828808793,0.03065057302356825
feature_250,1463,104,109.54962337662337,111.07659423076925,1.5269708541458726,0.030597882930258766,79406.5,0.45516489709771346,0.030597882930258766
feature_173,1462,104,0.5763789329685363,0.5735634615384615,-0.0028154714300747674,-0.030528337243799848,73379.0,0.5528536578594303,0.030528337243799848
feature_148,1461,104,8.499317590691307,8.077825961538462,-0.421491629152845,-0.03037967306648813,74192.0,0.689433882690458,0.03037967306648813
feature_303,1462,103,0.04031422708618331,0.04076407766990291,0.00044985058371959513,0.029858239942726867,75293.5,1.0,0.029858239942726867
feature_168,1462,103,0.12430300957592338,0.12572815533980583,0.001425145763882446,0.028629860000859358,75211.0,0.9853313828377662,0.028629860000859358
feature_323,1462,104,5.3895737346101225,5.447486538461539,0.057912803851416506,0.0285333281747371,79381.5,0.4512184356697274,0.0285333281747371
feature_187,1462,104,17.923194186046512,18.120384615384616,0.1971904293381037,0.028526139481512527,81390.5,0.22849281493287266,0.028526139481512527
feature_444,1462,104,0.8953212038303695,0.8911288461538462,-0.004192357676523262,-0.02814864456338617,72744.5,0.461800029919361,0.02814864456338617
feature_584,1462,104,0.0038411764705882354,0.003922115384615385,8.093891402714956e-05,0.028052985617535196,78856.5,0.5246995497772753,0.028052985617535196
feature_421,1461,104,4.18410636550308,4.039902884615385,-0.14420348088769508,-0.027907001355978563,74030.0,0.6628339014463995,0.027907001355978563
feature_496,1413,103,29.909042321302195,29.274001941747567,-0.6350403795546278,-0.027129320847430756,72968.0,0.9631820857932936,0.027129320847430756
feature_268,1455,104,19.491305154639175,19.69175,0.20044484536082408,0.026930024939675813,76546.0,0.8417530534591188,0.026930024939675813
feature_490,1462,104,51.38633932968535,50.90006442307693,-0.486274906608422,-0.026527065398680442,74320.5,0.7023197216473291,0.026527065398680442
feature_354,1439,104,0.041945170257123,0.04158653846153845,-0.0003586317955845478,-0.026471946886709934,72565.0,0.6061351748955234,0.026471946886709934
feature_287,1460,104,0.3769925342465754,0.2346798076923077,-0.14231272655426772,-0.026312234948056564,88556.5,0.004517647960916235,0.026312234948056564
feature_12,1461,104,199.96199514031488,199.88395769230766,-0.07803744800722257,-0.02626441907467905,76916.0,0.8321987840649299,0.02626441907467905
feature_585,1462,104,3.0630234610123117,3.1353442307692303,0.07232076975691859,0.02592984997015288,77602.0,0.7233193968740641,0.02592984997015288
feature_152,1460,104,1.2254723287671234,0.7932798076923078,-0.43219252107481565,-0.025260930320797726,88957.0,0.0033944938507732884,0.025260930320797726
feature_162,1462,103,4807.294117647059,4653.233009708738,-154.06110793832067,-0.02497172461029323,77369.0,0.6396462488640846,0.02497172461029323
feature_119,1463,104,0.9707637047163363,0.9709653846153846,0.00020167989904829042,0.024798600914508147,75946.0,0.9768292988242236,0.024798600914508147
feature_51,1462,104,157.32344671682625,158.79224326923077,1.4687965524045126,0.023394169428139152,78055.0,0.6486134680087499,0.023394169428139152
feature_361,1463,104,39.959004511278195,39.61850961538461,-0.3404948958935847,-0.02286458097220937,76020.5,0.990158281831536,0.02286458097220937
feature_540,1455,104,1.9417202061855672,1.9583278846153847,0.016607678429817474,0.02241510876480906,76550.5,0.8409596170840296,0.02241510876480906
feature_274,1449,104,136.4140935127674,134.59726538461538,-1.816828128152025,-0.02096110108646055,74359.0,0.8229397362131874,0.02096110108646055
feature_77,1439,104,-0.007087074357192496,-0.006409615384615385,0.0006774589725771106,0.020760690791713384,76633.5,0.6808253987544829,0.020760690791713384
feature_552,1221,86,0.2763167076167076,0.2819593023255814,0.005642594708873794,0.019585160706015483,54880.0,0.48210160145010306,0.019585160706015483
feature_432,1462,103,99.21857818057455,101.48333786407768,2.2647596835031294,0.018785194164077163,77686.0,0.5893932414045775,0.018785194164077163
